Randomizer Version: 4.6.1
Random Seed: 4635469872613
Settings String: 322QQgEAgj8AP8AAgEBAAIeIQAEFAAAFAACAQABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAEAC0VtZXJhbGQgKFMpUTTsZePDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
MAGCARGO Lv27            HP 50  ATK 50  DEF 120 SPATK 80  SPDEF 80  SPEED 30 
HITMONLEE Lv28           HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
GASTLY Lv26              HP 30  ATK 35  DEF 30  SPATK 100 SPDEF 35  SPEED 80 
AMPHAROS Lv25            HP 90  ATK 75  DEF 75  SPATK 115 SPDEF 90  SPEED 55 
EXPLOUD Lv29             HP 104 ATK 91  DEF 63  SPATK 91  SPDEF 63  SPEED 68 
PINSIR Lv24              HP 65  ATK 125 DEF 100 SPATK 55  SPDEF 70  SPEED 85 
STARMIE Lv23             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
SPHEAL Lv22              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ARBOK Lv29               HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
WOOPER Lv24              HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
YANMA Lv29               HP 65  ATK 65  DEF 45  SPATK 75  SPDEF 45  SPEED 95 
CACTURNE Lv24            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 

Set #80 - MONTE PÍRICO Grass/Cave (rate=10)
VOLBEAT Lv27             HP 65  ATK 73  DEF 55  SPATK 47  SPDEF 75  SPEED 85 
BELLOSSOM Lv28           HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 
IGGLYBUFF Lv26           HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 
UNOWN Lv25               HP 48  ATK 72  DEF 48  SPATK 72  SPDEF 48  SPEED 48 
GULPIN Lv29              HP 70  ATK 43  DEF 53  SPATK 43  SPDEF 53  SPEED 40 
PELIPPER Lv24            HP 60  ATK 50  DEF 100 SPATK 85  SPDEF 70  SPEED 65 
LOTAD Lv23               HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
PARASECT Lv22            HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
QUAGSIRE Lv27            HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
MUK Lv27                 HP 105 ATK 105 DEF 75  SPATK 65  SPDEF 100 SPEED 50 
VICTREEBEL Lv25          HP 80  ATK 105 DEF 65  SPATK 100 SPDEF 60  SPEED 70 
TROPIUS Lv29             HP 99  ATK 68  DEF 83  SPATK 72  SPDEF 87  SPEED 51 

Set #81 - MONTE PÍRICO Grass/Cave (rate=10)
REGICE Lv27              HP 80  ATK 50  DEF 100 SPATK 100 SPDEF 200 SPEED 50 
DODUO Lv28               HP 35  ATK 85  DEF 45  SPATK 35  SPDEF 35  SPEED 75 
DRATINI Lv26             HP 41  ATK 64  DEF 45  SPATK 50  SPDEF 50  SPEED 50 
TAILLOW Lv25             HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 
PUPITAR Lv29             HP 70  ATK 84  DEF 70  SPATK 65  SPDEF 70  SPEED 51 
PORYGON2 Lv24            HP 85  ATK 80  DEF 90  SPATK 105 SPDEF 95  SPEED 60 
MILOTIC Lv23             HP 95  ATK 60  DEF 79  SPATK 100 SPDEF 125 SPEED 81 
CAMERUPT Lv22            HP 70  ATK 100 DEF 70  SPATK 105 SPDEF 75  SPEED 40 
GENGAR Lv27              HP 60  ATK 65  DEF 60  SPATK 130 SPDEF 75  SPEED 110
ELEKID Lv27              HP 45  ATK 63  DEF 37  SPATK 65  SPDEF 55  SPEED 95 
NIDORAN♂ Lv25            HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
FEEBAS Lv29              HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 

Set #82 - MONTE PÍRICO Grass/Cave (rate=10)
NUMEL Lv27               HP 60  ATK 60  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
SWELLOW Lv28             HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125
TREECKO Lv26             HP 40  ATK 45  DEF 35  SPATK 65  SPDEF 55  SPEED 70 
KIRLIA Lv25              HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 
TENTACOOL Lv29           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
KOFFING Lv24             HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
METANG Lv23              HP 60  ATK 75  DEF 100 SPATK 55  SPDEF 80  SPEED 50 
NINCADA Lv22             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
NIDORINO Lv27            HP 61  ATK 72  DEF 57  SPATK 55  SPDEF 55  SPEED 65 
ELEKID Lv27              HP 45  ATK 63  DEF 37  SPATK 65  SPDEF 55  SPEED 95 
EEVEE Lv25               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
PHANPY Lv29              HP 90  ATK 60  DEF 60  SPATK 40  SPDEF 40  SPEED 40 

Set #83 - MONTE PÍRICO Grass/Cave (rate=10)
RATTATA Lv27             HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
NIDOKING Lv27            HP 81  ATK 92  DEF 77  SPATK 85  SPDEF 75  SPEED 85 
SKIPLOOM Lv28            HP 55  ATK 45  DEF 50  SPATK 45  SPDEF 65  SPEED 80 
SUNKERN Lv29             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
GRAVELER Lv29            HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
PLUSLE Lv27              HP 60  ATK 50  DEF 40  SPATK 85  SPDEF 75  SPEED 95 
BRELOOM Lv29             HP 60  ATK 130 DEF 80  SPATK 60  SPDEF 60  SPEED 70 
REGISTEEL Lv25           HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
HO-OH Lv27               HP 106 ATK 130 DEF 90  SPATK 110 SPDEF 154 SPEED 90 
CRAWDAUNT Lv27           HP 63  ATK 120 DEF 85  SPATK 90  SPDEF 55  SPEED 55 
GOREBYSS Lv26            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PIDGEOT Lv28             HP 83  ATK 80  DEF 75  SPATK 70  SPDEF 70  SPEED 91 

Set #84 - MONTE PÍRICO Grass/Cave (rate=10)
CAMERUPT Lv28            HP 70  ATK 100 DEF 70  SPATK 105 SPDEF 75  SPEED 40 
BULBASAUR Lv29           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
HITMONLEE Lv27           HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
MAGCARGO Lv26            HP 50  ATK 50  DEF 120 SPATK 80  SPDEF 80  SPEED 30 
DRAGONAIR Lv30           HP 61  ATK 84  DEF 65  SPATK 70  SPDEF 70  SPEED 70 
SOLROCK Lv25             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
POLIWAG Lv24             HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
BEEDRILL Lv28            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
GRANBULL Lv26            HP 90  ATK 120 DEF 75  SPATK 60  SPDEF 60  SPEED 45 
BUTTERFREE Lv30          HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
CHINCHOU Lv28            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
GULPIN Lv28              HP 70  ATK 43  DEF 53  SPATK 43  SPDEF 53  SPEED 40 

Set #85 - CUEVA GRANITO Grass/Cave (rate=10)
TANGELA Lv7              HP 65  ATK 55  DEF 115 SPATK 100 SPDEF 40  SPEED 60 
MEDICHAM Lv8             HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
SNEASEL Lv7              HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
FARFETCH’D Lv8           HP 52  ATK 65  DEF 55  SPATK 58  SPDEF 62  SPEED 60 
PARASECT Lv9             HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
IVYSAUR Lv8              HP 60  ATK 62  DEF 63  SPATK 80  SPDEF 80  SPEED 60 
ARON Lv10                HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 
SEADRA Lv6               HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
RHYHORN Lv7              HP 80  ATK 85  DEF 95  SPATK 30  SPDEF 30  SPEED 25 
ESPEON Lv8               HP 65  ATK 65  DEF 60  SPATK 130 SPDEF 95  SPEED 110
KYOGRE Lv7               HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 
GRUMPIG Lv8              HP 80  ATK 45  DEF 65  SPATK 90  SPDEF 110 SPEED 80 

Set #86 - RUTA 125 Surfing (rate=4)
HUNTAIL Lvs 5-35         HP 55  ATK 104 DEF 105 SPATK 94  SPDEF 75  SPEED 52 
CARVANHA Lvs 10-30       HP 45  ATK 90  DEF 20  SPATK 65  SPDEF 20  SPEED 65 
EXPLOUD Lvs 15-25        HP 104 ATK 91  DEF 63  SPATK 91  SPDEF 63  SPEED 68 
GRAVELER Lvs 25-30       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
CRADILY Lvs 25-30        HP 86  ATK 81  DEF 97  SPATK 81  SPDEF 107 SPEED 43 

Set #87 - RUTA 125 Fishing (rate=30)
LUNATONE Lvs 5-10        HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
VENUSAUR Lvs 5-10        HP 80  ATK 82  DEF 83  SPATK 100 SPDEF 100 SPEED 80 
SKITTY Lvs 10-30         HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
MAKUHITA Lvs 10-30       HP 72  ATK 60  DEF 30  SPATK 20  SPDEF 30  SPEED 25 
AZURILL Lvs 10-30        HP 50  ATK 20  DEF 40  SPATK 20  SPDEF 40  SPEED 20 
CLEFFA Lvs 30-35         HP 50  ATK 25  DEF 28  SPATK 45  SPDEF 55  SPEED 15 
GLOOM Lvs 30-35          HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
SCYTHER Lvs 25-30        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
POLIWHIRL Lvs 35-40      HP 65  ATK 65  DEF 65  SPATK 50  SPDEF 50  SPEED 90 
SWAMPERT Lvs 40-45       HP 100 ATK 110 DEF 90  SPATK 85  SPDEF 90  SPEED 60 

Set #88 - RUTA 126 Surfing (rate=4)
TANGELA Lvs 5-35         HP 65  ATK 55  DEF 115 SPATK 100 SPDEF 40  SPEED 60 
PIDGEY Lvs 10-30         HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
DODUO Lvs 15-25          HP 35  ATK 85  DEF 45  SPATK 35  SPDEF 35  SPEED 75 
SPEAROW Lvs 25-30        HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
CLEFAIRY Lvs 25-30       HP 70  ATK 45  DEF 48  SPATK 60  SPDEF 65  SPEED 35 

Set #89 - RUTA 126 Fishing (rate=30)
HERACROSS Lvs 5-10       HP 80  ATK 125 DEF 75  SPATK 40  SPDEF 95  SPEED 85 
KAKUNA Lvs 5-10          HP 45  ATK 25  DEF 50  SPATK 25  SPDEF 25  SPEED 35 
QUAGSIRE Lvs 10-30       HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
JUMPLUFF Lvs 10-30       HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
SUNFLORA Lvs 10-30       HP 75  ATK 75  DEF 55  SPATK 105 SPDEF 85  SPEED 30 
LICKITUNG Lvs 30-35      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
SHROOMISH Lvs 30-35      HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
AZUMARILL Lvs 25-30      HP 100 ATK 50  DEF 80  SPATK 50  SPDEF 80  SPEED 50 
LUDICOLO Lvs 35-40       HP 80  ATK 70  DEF 70  SPATK 90  SPDEF 100 SPEED 70 
SEADRA Lvs 40-45         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 

Set #90 - RUTA 127 Surfing (rate=4)
PINSIR Lvs 5-35          HP 65  ATK 125 DEF 100 SPATK 55  SPDEF 70  SPEED 85 
SANDSLASH Lvs 10-30      HP 75  ATK 100 DEF 110 SPATK 45  SPDEF 55  SPEED 65 
CORPHISH Lvs 15-25       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
PIDGEOT Lvs 25-30        HP 83  ATK 80  DEF 75  SPATK 70  SPDEF 70  SPEED 91 
NINJASK Lvs 25-30        HP 61  ATK 90  DEF 45  SPATK 50  SPDEF 50  SPEED 160

Set #91 - RUTA 127 Fishing (rate=30)
CASTFORM Lvs 5-10        HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 
AGGRON Lvs 5-10          HP 70  ATK 110 DEF 180 SPATK 60  SPDEF 60  SPEED 50 
FORRETRESS Lvs 10-30     HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
LUGIA Lvs 10-30          HP 106 ATK 90  DEF 130 SPATK 90  SPDEF 154 SPEED 110
SHUCKLE Lvs 10-30        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
PUPITAR Lvs 30-35        HP 70  ATK 84  DEF 70  SPATK 65  SPDEF 70  SPEED 51 
BEEDRILL Lvs 30-35       HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
PERSIAN Lvs 25-30        HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
POOCHYENA Lvs 35-40      HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
ILLUMISE Lvs 40-45       HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 

Set #92 - RUTA 128 Surfing (rate=4)
GRIMER Lvs 5-35          HP 80  ATK 80  DEF 50  SPATK 40  SPDEF 50  SPEED 25 
ARTICUNO Lvs 10-30       HP 90  ATK 85  DEF 100 SPATK 95  SPDEF 125 SPEED 85 
FERALIGATR Lvs 15-25     HP 85  ATK 105 DEF 100 SPATK 79  SPDEF 83  SPEED 78 
VIBRAVA Lvs 25-30        HP 50  ATK 70  DEF 50  SPATK 50  SPDEF 50  SPEED 70 
BLASTOISE Lvs 25-30      HP 79  ATK 83  DEF 100 SPATK 85  SPDEF 105 SPEED 78 

Set #93 - RUTA 128 Fishing (rate=30)
SQUIRTLE Lvs 5-10        HP 44  ATK 48  DEF 65  SPATK 50  SPDEF 64  SPEED 43 
SWALOT Lvs 5-10          HP 100 ATK 73  DEF 83  SPATK 73  SPDEF 83  SPEED 55 
NIDORINA Lvs 10-30       HP 70  ATK 62  DEF 67  SPATK 55  SPDEF 55  SPEED 56 
GYARADOS Lvs 10-30       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
QUAGSIRE Lvs 10-30       HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
WIGGLYTUFF Lvs 30-35     HP 140 ATK 70  DEF 45  SPATK 75  SPDEF 50  SPEED 45 
CUBONE Lvs 30-35         HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
MUK Lvs 30-35            HP 105 ATK 105 DEF 75  SPATK 65  SPDEF 100 SPEED 50 
FLAREON Lvs 35-40        HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
RATICATE Lvs 40-45       HP 55  ATK 81  DEF 60  SPATK 50  SPDEF 70  SPEED 97 

Set #94 - RUTA 129 Surfing (rate=4)
MEDICHAM Lvs 5-35        HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
SLUGMA Lvs 10-30         HP 40  ATK 40  DEF 40  SPATK 70  SPDEF 40  SPEED 20 
CHARMANDER Lvs 15-25     HP 39  ATK 52  DEF 43  SPATK 60  SPDEF 50  SPEED 65 
WIGGLYTUFF Lvs 25-30     HP 140 ATK 70  DEF 45  SPATK 75  SPDEF 50  SPEED 45 
PICHU Lvs 25-30          HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 

Set #95 - RUTA 129 Fishing (rate=30)
GOLBAT Lvs 5-10          HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
ELEKID Lvs 5-10          HP 45  ATK 63  DEF 37  SPATK 65  SPDEF 55  SPEED 95 
NIDORINA Lvs 10-30       HP 70  ATK 62  DEF 67  SPATK 55  SPDEF 55  SPEED 56 
FEAROW Lvs 10-30         HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
CHANSEY Lvs 10-30        HP 250 ATK 5   DEF 5   SPATK 35  SPDEF 105 SPEED 50 
SPINDA Lvs 30-35         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
VICTREEBEL Lvs 30-35     HP 80  ATK 105 DEF 65  SPATK 100 SPDEF 60  SPEED 70 
ANORITH Lvs 25-30        HP 45  ATK 95  DEF 50  SPATK 40  SPDEF 50  SPEED 75 
MAGIKARP Lvs 35-40       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
ELECTRODE Lvs 40-45      HP 60  ATK 50  DEF 70  SPATK 80  SPDEF 80  SPEED 140

Set #96 - RUTA 130 Grass/Cave (rate=20)
NATU Lv30                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
TOTODILE Lv35            HP 50  ATK 65  DEF 64  SPATK 44  SPDEF 48  SPEED 43 
NIDORAN♂ Lv25            HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
FARFETCH’D Lv40          HP 52  ATK 65  DEF 55  SPATK 58  SPDEF 62  SPEED 60 
ARBOK Lv20               HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
EEVEE Lv45               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
MACHOP Lv15              HP 70  ATK 80  DEF 50  SPATK 35  SPDEF 35  SPEED 35 
XATU Lv50                HP 65  ATK 75  DEF 70  SPATK 95  SPDEF 70  SPEED 95 
TAUROS Lv10              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110
BALTOY Lv5               HP 40  ATK 40  DEF 55  SPATK 40  SPDEF 70  SPEED 55 
HOUNDOUR Lv10            HP 45  ATK 60  DEF 30  SPATK 80  SPDEF 50  SPEED 65 
QUILAVA Lv5              HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 

Set #97 - RUTA 130 Surfing (rate=4)
BALTOY Lvs 5-35          HP 40  ATK 40  DEF 55  SPATK 40  SPDEF 70  SPEED 55 
VIBRAVA Lvs 10-30        HP 50  ATK 70  DEF 50  SPATK 50  SPDEF 50  SPEED 70 
KRABBY Lvs 15-25         HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 
VAPOREON Lvs 25-30       HP 130 ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 65 
PORYGON2 Lvs 25-30       HP 85  ATK 80  DEF 90  SPATK 105 SPDEF 95  SPEED 60 

Set #98 - RUTA 130 Fishing (rate=30)
MAREEP Lvs 5-10          HP 55  ATK 40  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
SWINUB Lvs 5-10          HP 50  ATK 50  DEF 40  SPATK 30  SPDEF 30  SPEED 50 
GOREBYSS Lvs 10-30       HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
CHIMECHO Lvs 10-30       HP 65  ATK 50  DEF 70  SPATK 95  SPDEF 80  SPEED 65 
HITMONTOP Lvs 10-30      HP 50  ATK 95  DEF 95  SPATK 35  SPDEF 110 SPEED 70 
MEOWTH Lvs 30-35         HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
SLAKING Lvs 30-35        HP 150 ATK 160 DEF 100 SPATK 95  SPDEF 65  SPEED 100
ABSOL Lvs 25-30          HP 65  ATK 130 DEF 60  SPATK 75  SPDEF 60  SPEED 75 
ARIADOS Lvs 35-40        HP 70  ATK 90  DEF 70  SPATK 60  SPDEF 60  SPEED 40 
SEEL Lvs 40-45           HP 65  ATK 45  DEF 55  SPATK 45  SPDEF 70  SPEED 45 

Set #99 - RUTA 131 Surfing (rate=4)
NUMEL Lvs 5-35           HP 60  ATK 60  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
REMORAID Lvs 10-30       HP 35  ATK 65  DEF 35  SPATK 65  SPDEF 35  SPEED 65 
SHUCKLE Lvs 15-25        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
MOLTRES Lvs 25-30        HP 90  ATK 100 DEF 90  SPATK 125 SPDEF 85  SPEED 90 
SWELLOW Lvs 25-30        HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125

Set #100 - RUTA 131 Fishing (rate=30)
NOCTOWL Lvs 5-10         HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
SMEARGLE Lvs 5-10        HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
ANORITH Lvs 10-30        HP 45  ATK 95  DEF 50  SPATK 40  SPDEF 50  SPEED 75 
CORSOLA Lvs 10-30        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
PIDGEY Lvs 10-30         HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
AGGRON Lvs 30-35         HP 70  ATK 110 DEF 180 SPATK 60  SPDEF 60  SPEED 50 
CHINCHOU Lvs 30-35       HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WHISCASH Lvs 25-30       HP 110 ATK 78  DEF 73  SPATK 76  SPDEF 71  SPEED 60 
NATU Lvs 35-40           HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
LAPRAS Lvs 40-45         HP 130 ATK 85  DEF 80  SPATK 85  SPDEF 95  SPEED 60 

Set #101 - RUTA 132 Surfing (rate=4)
MR. MIME Lvs 5-35        HP 40  ATK 45  DEF 65  SPATK 100 SPDEF 120 SPEED 90 
SMEARGLE Lvs 10-30       HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
DELIBIRD Lvs 15-25       HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
TOGEPI Lvs 25-30         HP 35  ATK 20  DEF 65  SPATK 40  SPDEF 65  SPEED 20 
ZANGOOSE Lvs 25-30       HP 73  ATK 115 DEF 60  SPATK 60  SPDEF 60  SPEED 90 

Set #102 - RUTA 132 Fishing (rate=30)
AGGRON Lvs 5-10          HP 70  ATK 110 DEF 180 SPATK 60  SPDEF 60  SPEED 50 
LOUDRED Lvs 5-10         HP 84  ATK 71  DEF 43  SPATK 71  SPDEF 43  SPEED 48 
CRADILY Lvs 10-30        HP 86  ATK 81  DEF 97  SPATK 81  SPDEF 107 SPEED 43 
FLAREON Lvs 10-30        HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
LANTURN Lvs 10-30        HP 125 ATK 58  DEF 58  SPATK 76  SPDEF 76  SPEED 67 
VENUSAUR Lvs 30-35       HP 80  ATK 82  DEF 83  SPATK 100 SPDEF 100 SPEED 80 
ILLUMISE Lvs 30-35       HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
EXPLOUD Lvs 25-30        HP 104 ATK 91  DEF 63  SPATK 91  SPDEF 63  SPEED 68 
MISDREAVUS Lvs 35-40     HP 60  ATK 60  DEF 60  SPATK 85  SPDEF 85  SPEED 85 
GLIGAR Lvs 40-45         HP 65  ATK 75  DEF 105 SPATK 35  SPDEF 65  SPEED 85 

Set #103 - RUTA 133 Surfing (rate=4)
BELDUM Lvs 5-35          HP 40  ATK 55  DEF 80  SPATK 35  SPDEF 60  SPEED 30 
LUVDISC Lvs 10-30        HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
MINUN Lvs 15-25          HP 60  ATK 40  DEF 50  SPATK 75  SPDEF 85  SPEED 95 
REMORAID Lvs 25-30       HP 35  ATK 65  DEF 35  SPATK 65  SPDEF 35  SPEED 65 
PIDGEOTTO Lvs 25-30      HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 

Set #104 - RUTA 133 Fishing (rate=30)
CHARMANDER Lvs 5-10      HP 39  ATK 52  DEF 43  SPATK 60  SPDEF 50  SPEED 65 
GOLDEEN Lvs 5-10         HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
LUNATONE Lvs 10-30       HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
GRUMPIG Lvs 10-30        HP 80  ATK 45  DEF 65  SPATK 90  SPDEF 110 SPEED 80 
FEEBAS Lvs 10-30         HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 
CARVANHA Lvs 30-35       HP 45  ATK 90  DEF 20  SPATK 65  SPDEF 20  SPEED 65 
SALAMENCE Lvs 30-35      HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
BRELOOM Lvs 25-30        HP 60  ATK 130 DEF 80  SPATK 60  SPDEF 60  SPEED 70 
WAILMER Lvs 35-40        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
FLYGON Lvs 40-45         HP 80  ATK 100 DEF 80  SPATK 80  SPDEF 80  SPEED 100

Set #105 - RUTA 134 Surfing (rate=4)
ILLUMISE Lvs 5-35        HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
CASCOON Lvs 10-30        HP 50  ATK 35  DEF 55  SPATK 25  SPDEF 25  SPEED 15 
SHELLDER Lvs 15-25       HP 30  ATK 65  DEF 100 SPATK 45  SPDEF 25  SPEED 40 
MACHOKE Lvs 25-30        HP 80  ATK 100 DEF 70  SPATK 50  SPDEF 60  SPEED 45 
ALTARIA Lvs 25-30        HP 75  ATK 70  DEF 90  SPATK 70  SPDEF 105 SPEED 80 

Set #106 - RUTA 134 Fishing (rate=30)
ZAPDOS Lvs 5-10          HP 90  ATK 90  DEF 85  SPATK 125 SPDEF 90  SPEED 100
LAIRON Lvs 5-10          HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
CACNEA Lvs 10-30         HP 50  ATK 85  DEF 40  SPATK 85  SPDEF 40  SPEED 35 
TORCHIC Lvs 10-30        HP 45  ATK 60  DEF 40  SPATK 70  SPDEF 50  SPEED 45 
MAGBY Lvs 10-30          HP 45  ATK 75  DEF 37  SPATK 70  SPDEF 55  SPEED 83 
LAPRAS Lvs 30-35         HP 130 ATK 85  DEF 80  SPATK 85  SPDEF 95  SPEED 60 
ANORITH Lvs 30-35        HP 45  ATK 95  DEF 50  SPATK 40  SPDEF 50  SPEED 75 
MEGANIUM Lvs 25-30       HP 80  ATK 82  DEF 100 SPATK 83  SPDEF 100 SPEED 80 
